Date,CourseId,StudentId,Time In,Time out,Time_in,Time_out,Time_of_Session,day,month,week
9/7/16,MAT101BC,N00861206,9:17,9:40,9.28,9.67,0.38,Wed,Sep,37
9/7/16,MAT101KA,N00849702,12:19,13:41,12.32,13.68,1.37,Wed,Sep,37
9/7/16,MAT101NB,N00741228,12:50,14:17,12.83,14.28,1.45,Wed,Sep,37
9/7/16,MAT102E1,N00845777,10:34,10:37,10.57,10.62,0.05,Wed,Sep,37
9/7/16,MAT109A3,N00828556,9:04,10:26,9.07,10.43,1.37,Wed,Sep,37
9/7/16,MAT109A7,N00302326,16:46,19:41,16.77,19.68,2.92,Wed,Sep,37
9/7/16,MAT109C1,N00379240,9:23,9:46,9.38,9.77,0.38,Wed,Sep,37
9/7/16,MAT109G2,N00694044,12:23,12:53,12.38,12.88,0.5,Wed,Sep,37
9/7/16,MAT109K1,N00840853,15:13,16:29,15.22,16.48,1.27,Wed,Sep,37
9/7/16,MAT109M3,N00808985,16:19,17:08,16.32,17.13,0.82,Wed,Sep,37
9/7/16,MAT109M5,N00464763,15:21,16:35,15.35,16.58,1.23,Wed,Sep,37
9/7/16,MAT109P1,N00833686,16:42,18:14,16.7,18.23,1.53,Wed,Sep,37
9/7/16,MAT111A3,N00861948,18:57,19:19,18.95,19.32,0.37,Wed,Sep,37
9/7/16,MAT111B1,N00242980,9:16,9:40,9.27,9.67,0.4,Wed,Sep,37
9/7/16,MAT111B1,N00810045,10:56,11:43,10.93,11.72,0.78,Wed,Sep,37
9/7/16,MAT111EA1,N00831588,12:24,13:44,12.4,13.73,1.33,Wed,Sep,37
9/7/16,MAT122C2,N00801311,14:54,15:39,14.9,15.65,0.75,Wed,Sep,37
9/7/16,MAT122G1,N00824336,10:10,10:43,10.17,10.72,0.55,Wed,Sep,37
9/7/16,MAT122J2,N00861317,10:58,12:10,10.97,12.17,1.2,Wed,Sep,37
9/7/16,MAT123D1,N00667344,12:29,13:35,12.48,13.58,1.1,Wed,Sep,37
9/7/16,MAT123D1,N00829582,11:56,12:31,11.93,12.52,0.58,Wed,Sep,37
9/7/16,MAT123D1,N00830872,10:42,20:01,10.7,20.02,9.32,Wed,Sep,37
9/7/16,MAT123EA1,N00832694,13:39,13:58,13.65,13.97,0.32,Wed,Sep,37
9/7/16,MAT123R1,N00848118,9:48,10:43,9.8,10.72,0.92,Wed,Sep,37
9/7/16,MAT123TA1,N00809902,16:24,17:26,16.4,17.43,1.03,Wed,Sep,37
9/7/16,MAT123TA1,N00827562,20:32,21:47,20.53,21.78,1.25,Wed,Sep,37
9/7/16,MAT225TA1,N00148326,10:32,10:33,10.53,10.55,0.02,Wed,Sep,37
9/7/16,MAT241BA,N00839133,16:52,16:57,16.87,16.95,0.08,Wed,Sep,37
9/7/16,MAT241JA,N00820920,15:28,19:01,15.47,19.02,3.55,Wed,Sep,37
9/8/16,MAT002FA1,N00692157,13:10,13:21,13.17,13.35,0.18,Thu,Sep,37
9/8/16,MAT003J1,N00860312,9:45,10:41,9.75,10.68,0.93,Thu,Sep,37
9/8/16,MAT101BC,N00777389,11:26,12:07,11.43,12.12,0.68,Thu,Sep,37
9/8/16,MAT101CA,N00780429,12:25,21:01,12.42,21.02,8.6,Thu,Sep,37
9/8/16,MAT101KA,N00801728,12:24,12:43,12.4,12.72,0.32,Thu,Sep,37
9/8/16,MAT101KB,N00781939,15:37,17:35,15.62,17.58,1.97,Thu,Sep,37
9/8/16,MAT101NA,N00644586,13:17,14:17,13.28,14.28,1,Thu,Sep,37
9/8/16,MAT102CB,N00833355,10:05,12:03,10.08,12.05,1.97,Thu,Sep,37
9/8/16,MAT102CD,N00743730,11:26,11:52,11.43,11.87,0.43,Thu,Sep,37
9/8/16,MAT102E1,N00823292,11:20,11:31,11.33,11.52,0.18,Thu,Sep,37
9/8/16,MAT102E2,N00819713,11:22,12:41,11.37,12.68,1.32,Thu,Sep,37
9/8/16,MAT102FA,N00809407,11:12,11:59,11.2,11.98,0.78,Thu,Sep,37
9/8/16,MAT102GC,N00825147,11:01,21:01,11.02,21.02,10,Thu,Sep,37
9/8/16,MAT102KC,N00829818,11:20,12:08,11.33,12.13,0.8,Thu,Sep,37
9/8/16,MAT102NC,N00822413,13:55,14:25,13.92,14.42,0.5,Thu,Sep,37
9/8/16,MAT102RB,N00430409,17:10,18:22,17.17,18.37,1.2,Thu,Sep,37
9/8/16,MAT102RB,N00795539,10:21,13:20,10.35,13.33,2.98,Thu,Sep,37
9/8/16,MAT109A7,N00302326,9:50,10:15,9.83,10.25,0.42,Thu,Sep,37
9/8/16,MAT109C1,N00379240,12:01,15:15,12.02,15.25,3.23,Thu,Sep,37
9/8/16,MAT109C1,N00768863,9:52,9:58,9.87,9.97,0.1,Thu,Sep,37
9/8/16,MAT109G2,N00843923,12:01,13:29,12.02,13.48,1.47,Thu,Sep,37
9/8/16,MAT109G6,N00859241,10:11,11:38,10.18,11.63,1.45,Thu,Sep,37
9/8/16,MAT109J3,N00755099,11:39,12:28,11.65,12.47,0.82,Thu,Sep,37
9/8/16,MAT109J4,N00853097,11:39,12:28,11.65,12.47,0.82,Thu,Sep,37
9/8/16,MAT109M2,N00793698,15:51,17:17,15.85,17.28,1.43,Thu,Sep,37
9/8/16,MAT109M4,N00796184,13:32,14:08,13.53,14.13,0.6,Thu,Sep,37
9/8/16,MAT111B1,N00773747,10:38,11:34,10.63,11.57,0.93,Thu,Sep,37
9/8/16,MAT111B1,N00843199,12:33,12:53,12.55,12.88,0.33,Thu,Sep,37
9/8/16,MAT111C1,N00738246,9:59,11:00,9.98,11,1.02,Thu,Sep,37
9/8/16,MAT111J1,N00831212,12:09,12:52,12.15,12.87,0.72,Thu,Sep,37
9/8/16,MAT114EDB,N00813931,14:30,15:28,14.5,15.47,0.97,Thu,Sep,37
9/8/16,MAT122EA1,N00802925,15:13,16:36,15.22,16.6,1.38,Thu,Sep,37
9/8/16,MAT122EA1,N00825655,16:16,18:00,16.27,18,1.73,Thu,Sep,37
9/8/16,MAT122G1,N00739847,9:55,21:01,9.92,21.02,11.1,Thu,Sep,37
9/8/16,MAT122G1,N00770905,12:15,12:50,12.25,12.83,0.58,Thu,Sep,37
9/8/16,MAT122J1,N00768666,10:48,12:56,10.8,12.93,2.13,Thu,Sep,37
9/8/16,MAT122J1,N00817926,16:12,16:21,16.2,16.35,0.15,Thu,Sep,37
9/8/16,MAT122N1,N00789811,15:57,17:10,15.95,17.17,1.22,Thu,Sep,37
9/8/16,MAT122P1,N00813469,15:44,15:48,15.73,15.8,0.07,Thu,Sep,37
9/8/16,MAT123D1,N00667344,11:16,12:42,11.27,12.7,1.43,Thu,Sep,37
9/8/16,MAT123D1,N00830872,12:01,12:58,12.02,12.97,0.95,Thu,Sep,37
9/8/16,MAT123EA1,N00740013,14:39,16:24,14.65,16.4,1.75,Thu,Sep,37
9/8/16,MAT241BA,N00829582,9:19,9:59,9.32,9.98,0.67,Thu,Sep,37
9/8/16,MAT241BA,N00829582,11:33,12:52,11.55,12.87,1.32,Thu,Sep,37
9/8/16,MAT001EA,N00851493,12:24,12:27,12.4,12.45,0.05,Thu,Sep,37
9/8/16,MAT002G1,N00855672,11:12,12:07,11.2,12.12,0.92,Thu,Sep,37
9/8/16,MAT002P3,N00784248,17:32,18:45,17.53,18.75,1.22,Thu,Sep,37
9/8/16,MAT003E11,N00860878,15:55,17:06,15.92,17.1,1.18,Thu,Sep,37
9/8/16,MAT100G2,N00681844,8:59,9:39,8.98,9.65,0.67,Thu,Sep,37
9/8/16,MAT101BC,N00793119,9:42,9:45,9.7,9.75,0.05,Thu,Sep,37
9/8/16,MAT101EC,N00848214,9:59,10:19,9.98,10.32,0.33,Thu,Sep,37
9/8/16,MAT101KA,N00801728,14:15,14:19,14.25,14.32,0.07,Thu,Sep,37
9/8/16,MAT101KA,N00828052,12:09,12:47,12.15,12.78,0.63,Thu,Sep,37
9/8/16,MAT101KA,N00849702,12:03,12:28,12.05,12.47,0.42,Thu,Sep,37
9/8/16,MAT101NC,N00744457,14:02,14:02,14.03,14.03,0,Thu,Sep,37
9/8/16,MAT101RA,N00825718,13:59,14:10,13.98,14.17,0.18,Thu,Sep,37
9/8/16,MAT102CB,N00833355,16:17,18:51,16.28,18.85,2.57,Thu,Sep,37
9/8/16,MAT102E2,N00812038,11:22,12:40,11.37,12.67,1.3,Thu,Sep,37
9/8/16,MAT102NA,N00707812,11:23,13:54,11.38,13.9,2.52,Thu,Sep,37
9/8/16,MAT102RB,N00795539,17:08,17:14,17.13,17.23,0.1,Thu,Sep,37
9/8/16,MAT109A1,N00848733,15:22,15:38,15.37,15.63,0.27,Thu,Sep,37
9/8/16,MAT109A7,N00302326,19:23,20:54,19.38,20.9,1.52,Thu,Sep,37
9/8/16,MAT109G2,N00694044,11:34,15:54,11.57,15.9,4.33,Thu,Sep,37
9/8/16,MAT109G2,N00734680,11:28,13:13,11.47,13.22,1.75,Thu,Sep,37
9/8/16,MAT109G4,N00819022,10:11,10:45,10.18,10.75,0.57,Thu,Sep,37
9/8/16,MAT109G5,N00741928,10:56,11:20,10.93,11.33,0.4,Thu,Sep,37
9/8/16,MAT109G5,N00818515,10:38,11:34,10.63,11.57,0.93,Thu,Sep,37
9/8/16,MAT109G5,N00838227,10:56,11:20,10.93,11.33,0.4,Thu,Sep,37
9/8/16,MAT109M4,N00768154,8:56,9:51,8.93,9.85,0.92,Thu,Sep,37
9/8/16,MAT109P1,N00833686,18:22,19:23,18.37,19.38,1.02,Thu,Sep,37
9/8/16,MAT111D2,N00815491,15:59,18:13,15.98,18.22,2.23,Thu,Sep,37
9/8/16,MAT111EA1,N00796083,18:01,18:08,18.02,18.13,0.12,Thu,Sep,37
9/8/16,MAT111EA1,N00842577,17:33,21:01,17.55,21.02,3.47,Thu,Sep,37
9/8/16,MAT111J1,N00842362,11:33,12:31,11.55,12.52,0.97,Thu,Sep,37
9/8/16,MAT111K1,N00767646,12:00,12:42,12,12.7,0.7,Thu,Sep,37
9/8/16,MAT111K2,N00832611,15:26,16:21,15.43,16.35,0.92,Thu,Sep,37
9/8/16,MAT122EA1,N00792683,17:38,18:01,17.63,18.02,0.38,Thu,Sep,37
9/8/16,MAT122EA1,N00856953,16:47,18:18,16.78,18.3,1.52,Thu,Sep,37
9/8/16,MAT122G1,N00803319,8:30,9:38,8.5,9.63,1.13,Thu,Sep,37
9/8/16,MAT122P1,N00847404,15:46,16:53,15.77,16.88,1.12,Thu,Sep,37
9/8/16,MAT123D1,N00667344,18:54,20:44,18.9,20.73,1.83,Thu,Sep,37
9/8/16,MAT123EA1,N00695340,17:32,18:08,17.53,18.13,0.6,Thu,Sep,37
9/8/16,MAT123EA1,N00756162,15:59,18:06,15.98,18.1,2.12,Thu,Sep,37
9/8/16,MAT123EA1,N00824453,16:32,17:50,16.53,17.83,1.3,Thu,Sep,37
9/8/16,MAT123R1,N00734043,15:16,15:56,15.27,15.93,0.67,Thu,Sep,37
9/8/16,MAT123R1,N00861377,14:30,15:28,14.5,15.47,0.97,Thu,Sep,37
9/8/16,MAT123TA1,N00827562,17:18,19:11,17.3,19.18,1.88,Thu,Sep,37
9/8/16,MAT225D1,N00777626,18:47,20:46,18.78,20.77,1.98,Thu,Sep,37
9/8/16,MAT225D1,N00860763,8:59,9:43,8.98,9.72,0.73,Thu,Sep,37
9/8/16,MAT225TA1,N00829060,15:07,15:13,15.12,15.22,0.1,Thu,Sep,37
9/8/16,MAT234KA,N00843516,11:03,11:59,11.05,11.98,0.93,Thu,Sep,37
9/8/16,MAT241BA,N00838593,11:28,12:36,11.47,12.6,1.13,Thu,Sep,37
9/9/16,MAT001JC,N00853679,11:02,11:28,11.03,11.47,0.43,Fri,Sep,37
9/9/16,MAT002E1,N00315577,8:51,9:18,8.85,9.3,0.45,Fri,Sep,37
9/9/16,MAT101BA,N00832848,10:51,10:53,10.85,10.88,0.03,Fri,Sep,37
9/9/16,MAT102FC,N00801700,9:22,9:28,9.37,9.47,0.1,Fri,Sep,37
9/9/16,MAT109C1,N00379240,15:31,15:59,15.52,15.98,0.47,Fri,Sep,37
9/9/16,MAT109G6,N00861270,9:23,11:23,9.38,11.38,2,Fri,Sep,37
9/9/16,MAT111G2,N00669968,8:46,12:14,8.77,12.23,3.47,Fri,Sep,37
9/9/16,MAT122G1,N00824336,10:40,10:59,10.67,10.98,0.32,Fri,Sep,37
9/9/16,MAT122G1,N00854140,10:27,10:46,10.45,10.77,0.32,Fri,Sep,37
9/9/16,MAT225TA1,N00829060,11:35,12:58,11.58,12.97,1.38,Fri,Sep,37
9/9/16,MAT241JA,N00820920,9:34,15:30,9.57,15.5,5.93,Fri,Sep,37
9/9/16,MAT100D1,N00830333,12:17,12:45,12.28,12.75,0.47,Fri,Sep,37
9/9/16,MAT102BE,N00729352,11:23,12:21,11.38,12.35,0.97,Fri,Sep,37
9/9/16,MAT109A3,N00828556,9:16,10:50,9.27,10.83,1.57,Fri,Sep,37
9/9/16,MAT109E2,N00476228,10:58,15:59,10.97,15.98,5.02,Fri,Sep,37
9/9/16,MAT109E2,N00812077,10:54,12:32,10.9,12.53,1.63,Fri,Sep,37
9/9/16,MAT109G2,N00694044,10:10,10:51,10.17,10.85,0.68,Fri,Sep,37
9/9/16,MAT109G6,N00676584,11:22,11:53,11.37,11.88,0.52,Fri,Sep,37
9/9/16,MAT109M4,N00796184,10:47,11:13,10.78,11.22,0.43,Fri,Sep,37
9/9/16,MAT122C1,N00582931,10:49,10:59,10.82,10.98,0.17,Fri,Sep,37
9/9/16,MAT122G1,N00854140,14:02,15:59,14.03,15.98,1.95,Fri,Sep,37
9/9/16,MAT122J1,N00817926,9:47,11:21,9.78,11.35,1.57,Fri,Sep,37
9/9/16,MAT123R1,N00842499,11:21,15:30,11.35,15.5,4.15,Fri,Sep,37
9/12/16,ENS205P1,N00810395,11:27,12:13,11.45,12.22,0.77,Mon,Sep,38
9/12/16,MAT001JC,N00849171,13:46,13:51,13.77,13.85,0.08,Mon,Sep,38
9/12/16,MAT100D1,N00833721,17:09,17:25,17.15,17.42,0.27,Mon,Sep,38
9/12/16,MAT100EA1,N00748794,10:52,11:06,10.87,11.1,0.23,Mon,Sep,38
9/12/16,MAT100G1,N00829584,13:58,20:54,13.97,20.9,6.93,Mon,Sep,38
9/12/16,MAT100J1,N00847458,13:43,20:54,13.72,20.9,7.18,Mon,Sep,38
9/12/16,MAT100J3,N00849716,13:47,13:53,13.78,13.88,0.1,Mon,Sep,38
9/12/16,MAT100P2,N00833551,16:49,16:53,16.82,16.88,0.07,Mon,Sep,38
9/12/16,MAT100P2,N00841712,14:49,20:54,14.82,20.9,6.08,Mon,Sep,38
9/12/16,MAT101BC,N00856675,9:12,9:23,9.2,9.38,0.18,Mon,Sep,38
9/12/16,MAT101FA1,N00765146,12:12,13:30,12.2,13.5,1.3,Mon,Sep,38
9/12/16,MAT102B2,N00812588,10:49,11:10,10.82,11.17,0.35,Mon,Sep,38
9/12/16,MAT102BA,N00758456,10:14,10:19,10.23,10.32,0.08,Mon,Sep,38
9/12/16,MAT102BC,N00689545,15:30,15:41,15.5,15.68,0.18,Mon,Sep,38
9/12/16,MAT102CB,N00844527,11:05,11:54,11.08,11.9,0.82,Mon,Sep,38
9/12/16,MAT102EA1,N00191373,20:11,20:58,20.18,20.97,0.78,Mon,Sep,38
9/12/16,MAT102FA,N00854904,9:26,10:17,9.43,10.28,0.85,Mon,Sep,38
9/12/16,MAT109A5,N00845855,14:04,20:54,14.07,20.9,6.83,Mon,Sep,38
9/12/16,MAT109A7,N00302326,19:57,20:53,19.95,20.88,0.93,Mon,Sep,38
9/12/16,MAT109C1,N00810021,16:16,16:29,16.27,16.48,0.22,Mon,Sep,38
9/12/16,MAT109D3,N00810525,9:09,9:12,9.15,9.2,0.05,Mon,Sep,38
9/12/16,MAT109D3,N00815906,10:55,10:56,10.92,10.93,0.02,Mon,Sep,38
9/12/16,MAT109E2,N00812077,10:49,12:04,10.82,12.07,1.25,Mon,Sep,38
9/12/16,MAT109M5,N00712464,12:45,20:55,12.75,20.92,8.17,Mon,Sep,38
9/12/16,MAT109M5,N00808250,12:23,13:53,12.38,13.88,1.5,Mon,Sep,38
9/12/16,MAT109M5,N00815696,9:29,10:32,9.48,10.53,1.05,Mon,Sep,38
9/12/16,MAT109M6,N00858844,13:03,17:36,13.05,17.6,4.55,Mon,Sep,38
9/12/16,MAT109P1,N00833686,14:32,15:19,14.53,15.32,0.78,Mon,Sep,38
9/12/16,MAT109P2,N00795946,12:14,13:54,12.23,13.9,1.67,Mon,Sep,38
9/12/16,MAT109PA1,N00757810,11:25,11:36,11.42,11.6,0.18,Mon,Sep,38
9/12/16,MAT109TB1,N00677849,15:22,16:37,15.37,16.62,1.25,Mon,Sep,38
9/12/16,MAT111B1,N00810045,13:56,13:58,13.93,13.97,0.03,Mon,Sep,38
9/12/16,MAT111B1,N00841669,14:57,15:04,14.95,15.07,0.12,Mon,Sep,38
9/12/16,MAT114EDB,N00852680,14:09,15:03,14.15,15.05,0.9,Mon,Sep,38
9/12/16,MAT122A1,N00833497,12:59,13:55,12.98,13.92,0.93,Mon,Sep,38
9/12/16,MAT122G1,N00803319,9:23,10:04,9.38,10.07,0.68,Mon,Sep,38
9/12/16,MAT122G1,N00824336,9:25,10:37,9.42,10.62,1.2,Mon,Sep,38
9/12/16,MAT122J1,N00713137,18:34,19:13,18.57,19.22,0.65,Mon,Sep,38
9/12/16,MAT122J1,N00768666,9:27,10:51,9.45,10.85,1.4,Mon,Sep,38
9/12/16,MAT122J2,N00861317,11:22,11:24,11.37,11.4,0.03,Mon,Sep,38
9/12/16,MAT123D1,N00667344,15:35,19:34,15.58,19.57,3.98,Mon,Sep,38
9/12/16,MAT123D1,N00829449,11:44,12:16,11.73,12.27,0.53,Mon,Sep,38
9/12/16,MAT123D1,N00829582,13:53,14:38,13.88,14.63,0.75,Mon,Sep,38
9/12/16,MAT123M1,N00820920,10:31,11:58,10.52,11.97,1.45,Mon,Sep,38
9/12/16,MAT123R1,N00848118,8:42,9:12,8.7,9.2,0.5,Mon,Sep,38
9/12/16,MAT123TA1,N00809902,17:18,17:34,17.3,17.57,0.27,Mon,Sep,38
9/12/16,MAT123TA1,N00820376,16:54,17:42,16.9,17.7,0.8,Mon,Sep,38
9/12/16,MAT123TA1,N00826306,13:33,14:08,13.55,14.13,0.58,Mon,Sep,38
9/12/16,MAT225D1,N00860763,12:31,13:33,12.52,13.55,1.03,Mon,Sep,38
9/12/16,MAT225M1,N00820594,17:02,17:28,17.03,17.47,0.43,Mon,Sep,38
9/12/16,MAT225M1,N00825356,16:49,16:51,16.82,16.85,0.03,Mon,Sep,38
9/12/16,MAT225TA1,N00748406,16:02,17:05,16.03,17.08,1.05,Mon,Sep,38
9/12/16,MAT225TA1,N00790775,13:55,15:17,13.92,15.28,1.37,Mon,Sep,38
9/12/16,MAT225TA1,N00805705,16:40,17:17,16.67,17.28,0.62,Mon,Sep,38
9/12/16,MAT225TA1,N00805705,17:20,17:37,17.33,17.62,0.28,Mon,Sep,38
9/12/16,MAT225TA1,N00835019,12:26,12:36,12.43,12.6,0.17,Mon,Sep,38
9/12/16,MAT225TA1,N00835019,16:54,17:29,16.9,17.48,0.58,Mon,Sep,38
9/12/16,MAT241BA,N00752118,9:17,9:25,9.28,9.42,0.13,Mon,Sep,38
9/12/16,MAT241JA,N00820920,18:19,19:31,18.32,19.52,1.2,Mon,Sep,38
9/12/16,MAT100D1,N00830333,13:54,14:43,13.9,14.72,0.82,Mon,Sep,38
9/12/16,MAT100G3,N00852811,12:15,12:43,12.25,12.72,0.47,Mon,Sep,38
9/12/16,MAT100G3,N00852811,14:13,14:28,14.22,14.47,0.25,Mon,Sep,38
9/12/16,MAT100J3,N00822956,12:11,12:20,12.18,12.33,0.15,Mon,Sep,38
9/12/16,MAT101BC,N00777389,10:58,11:07,10.97,11.12,0.15,Mon,Sep,38
9/12/16,MAT101BC,N00861206,9:12,9:25,9.2,9.42,0.22,Mon,Sep,38
9/12/16,MAT101BC,N00861206,12:15,12:16,12.25,12.27,0.02,Mon,Sep,38
9/12/16,MAT101GB,N00728200,14:00,14:07,14,14.12,0.12,Mon,Sep,38
9/12/16,MAT101KB,N00781939,14:49,15:18,14.82,15.3,0.48,Mon,Sep,38
9/12/16,MAT101KB,N00846461,9:53,11:34,9.88,11.57,1.68,Mon,Sep,38
9/12/16,MAT101MC,N00846033,15:19,20:55,15.32,20.92,5.6,Mon,Sep,38
9/12/16,MAT102AA1,N00717673,17:04,17:46,17.07,17.77,0.7,Mon,Sep,38
9/12/16,MAT102AA1,N00811828,18:12,18:23,18.2,18.38,0.18,Mon,Sep,38
9/12/16,MAT102AB1,N00489013,14:36,15:50,14.6,15.83,1.23,Mon,Sep,38
9/12/16,MAT102AB1,N00844057,16:04,16:49,16.07,16.82,0.75,Mon,Sep,38
9/12/16,MAT102BA,N00817584,13:55,14:14,13.92,14.23,0.32,Mon,Sep,38
9/12/16,MAT102CA,N00810794,9:15,10:47,9.25,10.78,1.53,Mon,Sep,38
9/12/16,MAT102EA,N00821648,9:56,11:52,9.93,11.87,1.93,Mon,Sep,38
9/12/16,MAT102KB,N00846803,15:15,18:02,15.25,18.03,2.78,Mon,Sep,38
9/12/16,MAT102KC,N00714714,15:38,16:24,15.63,16.4,0.77,Mon,Sep,38
9/12/16,MAT109BA1,N00289323,17:20,17:25,17.33,17.42,0.08,Mon,Sep,38
9/12/16,MAT109BA1,N00859589,19:44,19:45,19.73,19.75,0.02,Mon,Sep,38
9/12/16,MAT109C1,N00810021,13:34,14:07,13.57,14.12,0.55,Mon,Sep,38
9/12/16,MAT109E2,N00812077,14:01,14:50,14.02,14.83,0.82,Mon,Sep,38
9/12/16,MAT109E2,N00812077,15:20,15:50,15.33,15.83,0.5,Mon,Sep,38
9/12/16,MAT109G1,N00783675,13:27,13:40,13.45,13.67,0.22,Mon,Sep,38
9/12/16,MAT109G1,N00831149,13:43,14:42,13.72,14.7,0.98,Mon,Sep,38
9/12/16,MAT109G6,N00676584,12:32,14:01,12.53,14.02,1.48,Mon,Sep,38
9/12/16,MAT109M3,N00815523,10:56,11:57,10.93,11.95,1.02,Mon,Sep,38
9/12/16,MAT109M3,N00842947,11:47,12:22,11.78,12.37,0.58,Mon,Sep,38
9/12/16,MAT109M4,N00768154,15:20,19:28,15.33,19.47,4.13,Mon,Sep,38
9/12/16,MAT109M4,N00796184,15:29,16:40,15.48,16.67,1.18,Mon,Sep,38
9/12/16,MAT109TB1,N00860988,17:15,17:27,17.25,17.45,0.2,Mon,Sep,38
9/12/16,MAT111A3,N00861948,18:43,19:02,18.72,19.03,0.32,Mon,Sep,38
9/12/16,MAT111EA1,N00831588,12:59,15:24,12.98,15.4,2.42,Mon,Sep,38
9/12/16,MAT111J1,N00831212,10:53,12:15,10.88,12.25,1.37,Mon,Sep,38
9/12/16,MAT111K1,N00823284,10:23,10:23,10.38,10.38,0,Mon,Sep,38
9/12/16,MAT112M1,N00859447,12:24,13:37,12.4,13.62,1.22,Mon,Sep,38
9/12/16,MAT114EDB,N00830103,15:25,15:41,15.42,15.68,0.27,Mon,Sep,38
9/12/16,MAT122BA1,N00860651,18:26,19:53,18.43,19.88,1.45,Mon,Sep,38
9/12/16,MAT122D1,N00738801,11:32,12:13,11.53,12.22,0.68,Mon,Sep,38
9/12/16,MAT122E1H,N00855967,14:00,14:56,14,14.93,0.93,Mon,Sep,38
9/12/16,MAT122EA1,N00861100,19:52,20:24,19.87,20.4,0.53,Mon,Sep,38
